timestamp,latitude,longitude,stop_name
345,40.46299,-3.68942,
346,40.46302,-3.6894,
347,40.46306,-3.68939,
348,40.46311,-3.68937,
349,40.46325,-3.68932,
350,40.46402,-3.68908,
351,40.46404,-3.68908,
352,40.46412,-3.68908,
353,40.46481,-3.68908,
354,40.46513,-3.68909,
355,40.46526,-3.6891,
356,40.46531,-3.6891,
357,40.46543,-3.68911,
358,40.46548,-3.68911,
359,40.4655,-3.68911,
360,40.46552,-3.68911,
361,40.46553,-3.6891,
362,40.46556,-3.6891,
363,40.46566,-3.68906,
364,40.46569,-3.689,
365,40.46573,-3.68894,
366,40.46578,-3.68889,
367,40.46583,-3.68885,
368,40.46585,-3.68883,
