timestamp,latitude,longitude,stop_name
0,40.45937,-3.78697,
1,40.45939,-3.78697,
2,40.45941,-3.78697,
3,40.45943,-3.78698,
4,40.45947,-3.78699,
5,40.45948,-3.78693,
6,40.45948,-3.78689,
7,40.45948,-3.78685,
8,40.45948,-3.78681,
9,40.45948,-3.78675,
10,40.45946,-3.78661,
11,40.45944,-3.7865,
12,40.45943,-3.78644,
13,40.45932,-3.78581,
14,40.4593,-3.78572,
15,40.45925,-3.78543,
16,40.45921,-3.78523,
17,40.4592,-3.78513,
18,40.4592,-3.78504,
19,40.45913,-3.78426,
20,40.45912,-3.78417,
21,40.45911,-3.78404,
22,40.45909,-3.78379,
23,40.45905,-3.78332,
24,40.45903,-3.78314,
25,40.45903,-3.78304,
26,40.45903,-3.78301,
27,40.45902,-3.7829,
28,40.45902,-3.7828,
29,40.45902,-3.78271,
30,40.45903,-3.78262,
31,40.45904,-3.78257,
32,40.45904,-3.78254,
33,40.45905,-3.78246,
34,40.45906,-3.78238,
35,40.45907,-3.78231,
36,40.45909,-3.78222,
37,40.45912,-3.78203,
38,40.45914,-3.78193,
39,40.45919,-3.78155,
40,40.4592,-3.78151,
41,40.4592,-3.78147,
42,40.45921,-3.78139,
43,40.45922,-3.78131,
44,40.45923,-3.78122,
45,40.45923,-3.78116,
46,40.45923,-3.7811,
47,40.45922,-3.78091,
48,40.45918,-3.78051,
49,40.45918,-3.78046,
50,40.45918,-3.78042,
51,40.45918,-3.78038,
52,40.45918,-3.78033,
53,40.45919,-3.78029,
54,40.4592,-3.78023,
55,40.45922,-3.78018,
56,40.45923,-3.78013,
57,40.45928,-3.77997,
58,40.4594,-3.77963,
59,40.45951,-3.7793,
60,40.45956,-3.77917,
61,40.45952,-3.77915,
62,40.45948,-3.77914,
63,40.45934,-3.77911,
64,40.45916,-3.7791,
65,40.45871,-3.77905,
66,40.4586,-3.77904,
67,40.45844,-3.77903,
68,40.45839,-3.77902,
69,40.45832,-3.77902,
70,40.45827,-3.77902,
71,40.45826,-3.77902,
72,40.45821,-3.77902,
73,40.45816,-3.77902,
74,40.4581,-3.77903,
75,40.45803,-3.77905,
76,40.45797,-3.77907,
77,40.45791,-3.7791,
78,40.45785,-3.77913,
79,40.45779,-3.77917,
80,40.45744,-3.77945,
81,40.45699,-3.77981,
82,40.45696,-3.77983,
83,40.45646,-3.78022,
84,40.45633,-3.78033,
85,40.45618,-3.78044,
86,40.45606,-3.78052,
87,40.456,-3.78056,
88,40.45597,-3.78058,
89,40.45595,-3.78061,
90,40.45592,-3.78064,
91,40.4559,-3.78067,
92,40.45588,-3.7807,
93,40.45586,-3.78074,
94,40.45584,-3.78078,
95,40.45583,-3.78085,
96,40.45585,-3.78089,
97,40.45585,-3.78091,
98,40.45586,-3.78093,
99,40.45586,-3.78095,
100,40.45586,-3.78097,
101,40.45586,-3.78098,
102,40.45586,-3.781,
103,40.45586,-3.78102,
104,40.45586,-3.78104,
105,40.45585,-3.78106,
106,40.45585,-3.78109,
107,40.45584,-3.78111,
108,40.45583,-3.78113,
109,40.45587,-3.78132,
110,40.45588,-3.78135,
111,40.45588,-3.78139,
112,40.45588,-3.78144,
113,40.45587,-3.78205,
114,40.45587,-3.78234,
115,40.45587,-3.7824,
116,40.45587,-3.78248,
117,40.45587,-3.783,
118,40.45587,-3.78368,
119,40.45587,-3.78414,
120,40.45587,-3.78445,
121,40.45586,-3.78456,
122,40.45585,-3.78464,
123,40.45579,-3.78488,
124,40.45577,-3.78492,
125,40.45576,-3.78496,
126,40.45573,-3.785,
127,40.4557,-3.78503,
128,40.45568,-3.78505,
129,40.45566,-3.78506,
130,40.45562,-3.78509,
131,40.45557,-3.78513,
132,40.45553,-3.78515,
133,40.4555,-3.78516,
134,40.45546,-3.78517,
135,40.45542,-3.78517,
136,40.45536,-3.7852,
137,40.45528,-3.78524,
138,40.45519,-3.78528,
139,40.45515,-3.7853,
140,40.45506,-3.78534,
141,40.45499,-3.78538,
142,40.45489,-3.78541,
143,40.45484,-3.78543,
144,40.45481,-3.78544,
145,40.45477,-3.78545,
146,40.45472,-3.78545,
147,40.45469,-3.78545,
148,40.45466,-3.78545,
149,40.45462,-3.78543,
150,40.45458,-3.78541,
151,40.4545,-3.78536,
152,40.45443,-3.78531,
153,40.45437,-3.78528,
154,40.45433,-3.78526,
155,40.45426,-3.78521,
156,40.45418,-3.78518,
157,40.45415,-3.78516,
158,40.45409,-3.78515,
159,40.45397,-3.78515,
160,40.45376,-3.78515,
161,40.45364,-3.78515,
162,40.45358,-3.78514,
163,40.45353,-3.78514,
164,40.45332,-3.78514,
165,40.45312,-3.78514,
166,40.4529,-3.78513,
167,40.45282,-3.78513,
168,40.45262,-3.78513,
169,40.45228,-3.78512,
170,40.45215,-3.78512,
171,40.45216,-3.78513,
172,40.45216,-3.78514,
173,40.45216,-3.78516,
174,40.45215,-3.78517,
175,40.45215,-3.78518,
176,40.45215,-3.7852,
177,40.45215,-3.78521,
178,40.45214,-3.78522,
179,40.45214,-3.78524,
