timestamp,latitude,longitude,stop_name
0,40.46463,-3.80893,
1,40.46466,-3.80896,
2,40.46469,-3.80901,
3,40.46493,-3.80897,
4,40.46504,-3.80895,
5,40.46505,-3.80894,
6,40.46506,-3.80894,
7,40.46507,-3.80894,
8,40.46508,-3.80893,
9,40.46509,-3.80893,
10,40.4651,-3.80893,
11,40.46511,-3.80892,
12,40.46512,-3.80892,
13,40.46513,-3.80892,
14,40.46514,-3.80893,
15,40.46515,-3.80893,
16,40.46516,-3.80894,
17,40.46517,-3.80894,
18,40.46517,-3.80895,
19,40.46518,-3.80895,
20,40.46519,-3.80896,
21,40.46519,-3.80897,
22,40.4652,-3.80898,
23,40.4652,-3.80899,
24,40.46521,-3.80899,
25,40.46521,-3.809,
26,40.46522,-3.80901,
27,40.46522,-3.80903,
28,40.46527,-3.80903,
29,40.46531,-3.80904,
30,40.46536,-3.80906,
31,40.46562,-3.80899,
32,40.46564,-3.80898,
33,40.46573,-3.80895,
34,40.46582,-3.80893,
35,40.46607,-3.80887,
36,40.4661,-3.80887,
37,40.46612,-3.80887,
38,40.46613,-3.80887,
39,40.46615,-3.80887,
40,40.46617,-3.80888,
41,40.4662,-3.8089,
42,40.46622,-3.80892,
43,40.46624,-3.80896,
44,40.46625,-3.80901,
45,40.46626,-3.80907,
46,40.46629,-3.80922,
47,40.46632,-3.80946,
48,40.46636,-3.80974,
49,40.4664,-3.81006,
50,40.46646,-3.81038,
51,40.46647,-3.81039,
52,40.46652,-3.81061,
53,40.46656,-3.81078,
54,40.46657,-3.81083,
55,40.46669,-3.81128,
56,40.46672,-3.8114,
57,40.46676,-3.81157,
58,40.4668,-3.81182,
59,40.4668,-3.81183,
60,40.46682,-3.81206,
61,40.46683,-3.81232,
62,40.46696,-3.81242,
63,40.46697,-3.81242,
64,40.46698,-3.81242,
65,40.46699,-3.81242,
66,40.467,-3.81242,
67,40.46701,-3.81242,
68,40.46702,-3.81242,
69,40.46703,-3.81242,
70,40.46703,-3.81243,
71,40.46704,-3.81243,
72,40.46705,-3.81243,
73,40.46705,-3.81244,
74,40.46706,-3.81244,
75,40.46707,-3.81245,
76,40.46708,-3.81246,
77,40.46708,-3.81247,
78,40.46709,-3.81247,
79,40.46709,-3.81248,
80,40.46709,-3.81249,
81,40.4671,-3.81249,
82,40.4671,-3.8125,
83,40.4671,-3.81251,
84,40.46711,-3.81252,
85,40.46711,-3.81253,
86,40.46711,-3.81254,
87,40.46711,-3.81255,
88,40.46711,-3.81257,
89,40.46711,-3.81258,
90,40.46711,-3.81259,
91,40.46711,-3.8126,
92,40.46711,-3.81261,
93,40.46711,-3.81262,
94,40.46711,-3.81263,
95,40.46711,-3.81264,
96,40.46711,-3.81265,
97,40.4671,-3.81266,
98,40.4671,-3.81267,
99,40.4671,-3.81268,
100,40.46709,-3.81269,
101,40.46709,-3.8127,
102,40.46708,-3.81271,
103,40.46708,-3.81272,
104,40.46707,-3.81273,
105,40.46706,-3.81274,
106,40.46706,-3.81275,
107,40.46705,-3.81275,
108,40.46704,-3.81276,
109,40.46702,-3.81288,
110,40.467,-3.81296,
111,40.46699,-3.81306,
112,40.46699,-3.81319,
113,40.467,-3.81323,
114,40.46702,-3.81346,
115,40.46706,-3.81376,
116,40.46709,-3.81399,
117,40.46709,-3.81404,
118,40.46715,-3.81446,
119,40.46715,-3.81451,
120,40.46721,-3.81492,
121,40.46723,-3.81509,
122,40.46724,-3.81516,
123,40.46727,-3.81534,
124,40.46728,-3.81539,
125,40.46731,-3.81554,
126,40.46732,-3.81562,
127,40.46735,-3.81576,
128,40.46737,-3.81585,
129,40.46738,-3.81587,
130,40.46739,-3.81594,
131,40.46742,-3.81607,
132,40.46747,-3.8163,
133,40.46753,-3.8166,
134,40.46756,-3.8167,
135,40.46762,-3.8169,
136,40.46769,-3.81715,
137,40.46779,-3.81751,
138,40.46787,-3.81773,
139,40.46798,-3.81801,
140,40.46804,-3.81815,
141,40.46819,-3.81854,
142,40.46822,-3.81862,
143,40.46824,-3.81867,
144,40.4684,-3.81896,
145,40.46841,-3.81896,
146,40.46842,-3.81896,
147,40.46843,-3.81896,
148,40.46844,-3.81896,
149,40.46845,-3.81896,
150,40.46846,-3.81896,
151,40.46847,-3.81896,
152,40.46848,-3.81897,
153,40.46849,-3.81897,
154,40.46849,-3.81898,
155,40.4685,-3.81898,
156,40.46851,-3.81899,
157,40.46852,-3.819,
158,40.46869,-3.81903,
159,40.46878,-3.81905,
160,40.46882,-3.81908,
161,40.4691,-3.81905,
162,40.46929,-3.81903,
163,40.46933,-3.81903,
164,40.46947,-3.81901,
165,40.46961,-3.81899,
166,40.46971,-3.81897,
167,40.46972,-3.81897,
168,40.46984,-3.81894,
169,40.46996,-3.8189,
170,40.47007,-3.81886,
171,40.47018,-3.8188,
172,40.47027,-3.81874,
173,40.4703,-3.81872,
174,40.47037,-3.81867,
175,40.47045,-3.81861,
176,40.47046,-3.81861,
177,40.4706,-3.81848,
178,40.47063,-3.81841,
179,40.47066,-3.81836,
180,40.47067,-3.81835,
181,40.47067,-3.81833,
182,40.47068,-3.81831,
183,40.47068,-3.81828,
184,40.47068,-3.81827,
185,40.47069,-3.81822,
186,40.47068,-3.81821,
187,40.47068,-3.8182,
188,40.47068,-3.81819,
189,40.47067,-3.81819,
190,40.47067,-3.81818,
191,40.47067,-3.81817,
192,40.47066,-3.81816,
193,40.47066,-3.81815,
194,40.47066,-3.81814,
195,40.47066,-3.81813,
196,40.47066,-3.81812,
197,40.47066,-3.81811,
198,40.47066,-3.8181,
199,40.47066,-3.81809,
200,40.47066,-3.81808,
201,40.47066,-3.81807,
202,40.47066,-3.81806,
203,40.47066,-3.81805,
204,40.47067,-3.81804,
205,40.47067,-3.81803,
206,40.47067,-3.81802,
207,40.47067,-3.81801,
208,40.47068,-3.818,
209,40.47069,-3.81799,
210,40.47069,-3.81798,
211,40.4707,-3.81797,
212,40.47071,-3.81797,
213,40.47071,-3.81796,
214,40.47072,-3.81796,
215,40.47072,-3.81795,
216,40.47073,-3.81795,
217,40.47075,-3.81783,
218,40.47075,-3.81778,
219,40.47075,-3.81775,
220,40.47074,-3.81775,
221,40.47073,-3.81772,
222,40.47071,-3.81768,
223,40.4707,-3.81765,
224,40.47068,-3.81762,
225,40.47066,-3.81757,
226,40.47063,-3.81751,
227,40.47059,-3.81743,
228,40.47039,-3.81702,
229,40.47028,-3.81681,
230,40.47023,-3.81672,
231,40.47018,-3.81664,
232,40.47017,-3.81662,
233,40.47013,-3.81656,
234,40.47008,-3.8165,
235,40.47005,-3.81647,
236,40.47001,-3.81642,
237,40.46996,-3.81637,
238,40.4699,-3.81632,
239,40.46959,-3.81612,
240,40.46955,-3.81609,
241,40.4695,-3.81605,
242,40.46946,-3.81601,
243,40.46942,-3.81595,
244,40.46939,-3.81588,
245,40.46937,-3.81581,
246,40.46935,-3.81576,
247,40.46922,-3.81538,
248,40.46921,-3.81536,
249,40.46917,-3.81519,
250,40.46916,-3.81516,
251,40.46913,-3.81501,
252,40.46912,-3.81493,
253,40.46911,-3.81484,
254,40.4691,-3.81473,
255,40.4691,-3.81465,
256,40.4691,-3.8146,
257,40.4691,-3.81442,
258,40.46911,-3.81425,
259,40.46912,-3.81395,
260,40.46915,-3.81384,
261,40.46921,-3.81356,
262,40.46926,-3.81334,
263,40.46932,-3.81311,
264,40.46936,-3.81294,
265,40.46967,-3.81187,
266,40.46963,-3.81183,
267,40.4696,-3.8118,
268,40.46959,-3.81177,
269,40.46943,-3.81151,
270,40.46933,-3.81133,
271,40.46933,-3.81132,
272,40.46924,-3.81111,
273,40.46917,-3.81095,
274,40.46915,-3.81091,
275,40.46907,-3.81069,
276,40.469,-3.8105,
277,40.46892,-3.81026,
278,40.46889,-3.81017,
279,40.46886,-3.81004,
280,40.46883,-3.80993,
281,40.46883,-3.80991,
282,40.46882,-3.80985,
283,40.4688,-3.80968,
284,40.46877,-3.80946,
285,40.4687,-3.80898,
286,40.4687,-3.80896,
287,40.46867,-3.80863,
288,40.46864,-3.80813,
289,40.46863,-3.80804,
290,40.46863,-3.80781,
291,40.46863,-3.80773,
292,40.46864,-3.80738,
293,40.46864,-3.80721,
294,40.46865,-3.80717,
295,40.46867,-3.80688,
296,40.46872,-3.80647,
297,40.46876,-3.80621,
298,40.4688,-3.8059,
299,40.46887,-3.80548,
300,40.46888,-3.80541,
301,40.46889,-3.80535,
302,40.46892,-3.80527,
303,40.46894,-3.80517,
304,40.46902,-3.80484,
305,40.46912,-3.8045,
306,40.46914,-3.80441,
307,40.46918,-3.80428,
308,40.4692,-3.80422,
309,40.46927,-3.80402,
310,40.46935,-3.80379,
311,40.4694,-3.80364,
312,40.46916,-3.80342,
313,40.46915,-3.80341,
314,40.46896,-3.80324,
315,40.46886,-3.80314,
316,40.46862,-3.80295,
317,40.46854,-3.80284,
