timestamp,latitude,longitude,stop_name
0,40.42441,-3.67577,
1,40.42415,-3.6758,
2,40.42414,-3.67599,
3,40.42415,-3.67618,
4,40.42416,-3.67643,
5,40.42417,-3.67648,
6,40.42417,-3.67649,
7,40.42417,-3.67653,
8,40.42418,-3.67656,
9,40.42419,-3.67661,
10,40.4242,-3.67666,
11,40.42421,-3.67669,
12,40.42422,-3.67671,
13,40.42423,-3.67673,
14,40.42425,-3.67675,
15,40.42429,-3.67678,
16,40.42427,-3.67681,
17,40.42426,-3.67683,
18,40.42424,-3.67688,
19,40.4242,-3.67697,
20,40.42415,-3.6771,
21,40.4241,-3.67724,
22,40.42405,-3.67734,
23,40.42403,-3.6774,
24,40.424,-3.67749,
25,40.42391,-3.67768,
26,40.42378,-3.67797,
27,40.4236,-3.67837,
28,40.42352,-3.67859,
29,40.42351,-3.67861,
30,40.42346,-3.67871,
31,40.42343,-3.67878,
32,40.42334,-3.67895,
33,40.42325,-3.67915,
34,40.42306,-3.67958,
35,40.42295,-3.67981,
36,40.42288,-3.67999,
37,40.42274,-3.68031,
38,40.42271,-3.68039,
39,40.42253,-3.68078,
40,40.42241,-3.68107,
41,40.42232,-3.68125,
42,40.42218,-3.68158,
43,40.42212,-3.68171,
44,40.4222,-3.68175,
45,40.42226,-3.68175,
46,40.42228,-3.68175,
47,40.42232,-3.68174,
48,40.42235,-3.68174,
49,40.42289,-3.6817,
50,40.42366,-3.68164,
51,40.42361,-3.68054,
52,40.4236,-3.68032,
53,40.42306,-3.68036,
54,40.42271,-3.68039,
55,40.42183,-3.6801,
56,40.4217,-3.68005,
57,40.42168,-3.68005,
58,40.42164,-3.68005,
59,40.42159,-3.68002,
60,40.42132,-3.67993,
61,40.4211,-3.67985,
62,40.42078,-3.67973,
63,40.42055,-3.67965,
64,40.42029,-3.67955,
65,40.41981,-3.67937,
66,40.41953,-3.67927,
67,40.41843,-3.67887,
68,40.41829,-3.67882,
69,40.41761,-3.67858,
70,40.41757,-3.67857,
71,40.41752,-3.67855,
72,40.41746,-3.67853,
73,40.41732,-3.67848,
74,40.41724,-3.67845,
75,40.41721,-3.67844,
76,40.41718,-3.67844,
77,40.4171,-3.67841,
78,40.41698,-3.67837,
79,40.41687,-3.67833,
80,40.4167,-3.67827,
81,40.41575,-3.67792,
82,40.41568,-3.6779,
83,40.41561,-3.67787,
84,40.41554,-3.67785,
85,40.41535,-3.67778,
86,40.41526,-3.67775,
87,40.41513,-3.6777,
88,40.41504,-3.6776,
89,40.41485,-3.67753,
90,40.4148,-3.67752,
91,40.41474,-3.6775,
92,40.41468,-3.67748,
93,40.41449,-3.67741,
94,40.41431,-3.67734,
95,40.41408,-3.67726,
96,40.41377,-3.67715,
97,40.41363,-3.6771,
98,40.41343,-3.67702,
99,40.4131,-3.67691,
100,40.41276,-3.67679,
101,40.41245,-3.67668,
102,40.41237,-3.67665,
103,40.41216,-3.67658,
104,40.41194,-3.67651,
105,40.41188,-3.67649,
106,40.41182,-3.67649,
107,40.41175,-3.67648,
108,40.41169,-3.67646,
109,40.41166,-3.67645,
110,40.41164,-3.67645,
111,40.41163,-3.67644,
112,40.41156,-3.67642,
113,40.41155,-3.67642,
114,40.41152,-3.67641,
115,40.41145,-3.67637,
116,40.41144,-3.67637,
117,40.41144,-3.67636,
118,40.41143,-3.67636,
119,40.41142,-3.67636,
120,40.41133,-3.67638,
121,40.41122,-3.67639,
122,40.4112,-3.6764,
123,40.41115,-3.67641,
124,40.41108,-3.67643,
125,40.41101,-3.67646,
126,40.41095,-3.67648,
127,40.41082,-3.67654,
128,40.41072,-3.67661,
129,40.41058,-3.67671,
130,40.41031,-3.6769,
131,40.40999,-3.67712,
132,40.40998,-3.67713,
133,40.40981,-3.67725,
134,40.40947,-3.67748,
135,40.40943,-3.67751,
136,40.40934,-3.67757,
137,40.40903,-3.67778,
138,40.40846,-3.67818,
139,40.40839,-3.67823,
140,40.40816,-3.67839,
141,40.40795,-3.67853,
142,40.40791,-3.67856,
143,40.40781,-3.67863,
144,40.40781,-3.67866,
145,40.4078,-3.6787,
146,40.40778,-3.67873,
147,40.40776,-3.67875,
148,40.40771,-3.67879,
149,40.40762,-3.67885,
150,40.40762,-3.67886,
151,40.40762,-3.67888,
152,40.40761,-3.67889,
153,40.4076,-3.67891,
154,40.40759,-3.67892,
155,40.40759,-3.67894,
156,40.40758,-3.67895,
157,40.40757,-3.67896,
158,40.40756,-3.67897,
159,40.40754,-3.67898,
160,40.40753,-3.67899,
161,40.40752,-3.679,
162,40.40751,-3.679,
163,40.4075,-3.67901,
164,40.40749,-3.67901,
165,40.40747,-3.67901,
166,40.40746,-3.67902,
167,40.40745,-3.67902,
168,40.40744,-3.67902,
169,40.40744,-3.67901,
170,40.40743,-3.67901,
171,40.40742,-3.67901,
172,40.40741,-3.67901,
173,40.4074,-3.67901,
174,40.4074,-3.679,
175,40.40739,-3.679,
176,40.40738,-3.67899,
177,40.40737,-3.67898,
178,40.40736,-3.67898,
179,40.40732,-3.67901,
180,40.40717,-3.67904,
181,40.40714,-3.67904,
182,40.40641,-3.67952,
183,40.40637,-3.67955,
184,40.40625,-3.67962,
185,40.40614,-3.67969,
186,40.40602,-3.67977,
187,40.40554,-3.68009,
188,40.40538,-3.6802,
189,40.40533,-3.68023,
190,40.40522,-3.6803,
191,40.40512,-3.68036,
192,40.40511,-3.68037,
193,40.40479,-3.68058,
194,40.40447,-3.68078,
195,40.40431,-3.68088,
196,40.40424,-3.68093,
197,40.40385,-3.68116,
198,40.40363,-3.68131,
199,40.40336,-3.68148,
200,40.40335,-3.68151,
201,40.40333,-3.68153,
202,40.40327,-3.68159,
203,40.40309,-3.68171,
204,40.40277,-3.68192,
205,40.40241,-3.68214,
206,40.40234,-3.68218,
207,40.40185,-3.68257,
208,40.40154,-3.68281,
209,40.40152,-3.68282,
210,40.40139,-3.68293,
211,40.40126,-3.68303,
212,40.40124,-3.68306,
213,40.4012,-3.68309,
214,40.40115,-3.68315,
215,40.40098,-3.68339,
216,40.40091,-3.68347,
217,40.40076,-3.6837,
218,40.40064,-3.68389,
219,40.40057,-3.68399,
220,40.40054,-3.68402,
221,40.40045,-3.6841,
222,40.40038,-3.68423,
223,40.40026,-3.68447,
224,40.40018,-3.68461,
225,40.40015,-3.68466,
226,40.40005,-3.68485,
227,40.39996,-3.68501,
228,40.39986,-3.68512,
229,40.39965,-3.68489,
230,40.39954,-3.68476,
231,40.3993,-3.6845,
232,40.39907,-3.68424,
233,40.39886,-3.68401,
234,40.3988,-3.68394,
235,40.39869,-3.68382,
236,40.3986,-3.68371,
237,40.39804,-3.6831,
238,40.39785,-3.68288,
239,40.39777,-3.68279,
240,40.39763,-3.68264,
241,40.39757,-3.68257,
242,40.39723,-3.68218,
243,40.39701,-3.68194,
244,40.39693,-3.68185,
245,40.39653,-3.68139,
246,40.39626,-3.68109,
247,40.39606,-3.68086,
248,40.39586,-3.68062,
249,40.3958,-3.68055,
250,40.39576,-3.68051,
251,40.39563,-3.68036,
252,40.39541,-3.68013,
253,40.39509,-3.67977,
254,40.39486,-3.67954,
255,40.3947,-3.67937,
256,40.39468,-3.67934,
257,40.39463,-3.6793,
258,40.39455,-3.6792,
259,40.39417,-3.67878,
260,40.39411,-3.67871,
261,40.39396,-3.67853,
262,40.39388,-3.67845,
263,40.39375,-3.67829,
264,40.39328,-3.67778,
265,40.39318,-3.67766,
266,40.39295,-3.6774,
267,40.39289,-3.67733,
268,40.39285,-3.67728,
269,40.39282,-3.67724,
270,40.39279,-3.67726,
271,40.39276,-3.67727,
272,40.39274,-3.67727,
273,40.39273,-3.67728,
274,40.39271,-3.67728,
275,40.3927,-3.67728,
276,40.39268,-3.67728,
277,40.39267,-3.67728,
278,40.39265,-3.67728,
279,40.39263,-3.67728,
280,40.39262,-3.67728,
281,40.39261,-3.67727,
282,40.3926,-3.67727,
283,40.39259,-3.67726,
284,40.39258,-3.67726,
285,40.39257,-3.67725,
286,40.39256,-3.67725,
287,40.39255,-3.67724,
288,40.39254,-3.67723,
289,40.39253,-3.67722,
290,40.39252,-3.6772,
291,40.39251,-3.67718,
292,40.3925,-3.67716,
293,40.39249,-3.67712,
294,40.39249,-3.67709,
295,40.39249,-3.67706,
296,40.3925,-3.677,
297,40.3925,-3.67697,
298,40.39251,-3.67693,
299,40.39256,-3.67685,
300,40.39256,-3.67683,
301,40.39257,-3.67682,
302,40.39258,-3.67681,
303,40.39258,-3.6768,
304,40.39259,-3.67679,
305,40.3926,-3.67678,
306,40.39261,-3.67677,
307,40.39261,-3.67676,
308,40.39265,-3.67673,
309,40.39268,-3.67672,
310,40.39273,-3.67671,
311,40.39277,-3.67671,
312,40.39284,-3.67672,
313,40.39288,-3.67673,
314,40.39292,-3.67675,
315,40.39295,-3.67677,
316,40.39296,-3.67679,
317,40.39296,-3.6768,
318,40.39298,-3.67684,
319,40.39298,-3.67686,
320,40.39299,-3.67689,
321,40.39299,-3.67691,
322,40.393,-3.67694,
323,40.393,-3.67696,
324,40.393,-3.67699,
325,40.39299,-3.67701,
326,40.39299,-3.67703,
327,40.39298,-3.67704,
328,40.39297,-3.67706,
329,40.39296,-3.67707,
330,40.39295,-3.67708,
331,40.39294,-3.6771,
332,40.39293,-3.67711,
333,40.39292,-3.67712,
334,40.39326,-3.67751,
335,40.39348,-3.67775,
